station,mta_id,location,out_of_service,first_missed,estimated_return,outage_hours
Kingsbridge Road - (ID: 72),EL189,STREET TO MEZZANINE,2018-03-30T06:22:00.000Z,2018-03-30T09:00:06.907Z,2018-03-30T10:00:00.000Z,2.635251944444444
181 St - (ID: 58),EL117,LOWER MEZZANINE TO STREET,2018-03-30T06:00:00.000Z,2018-03-30T09:03:08.767Z,2018-03-30T13:00:00.000Z,3.0524352777777777
Court Square - (ID: 68),EL446,STREET TO MEZZANINE,2018-03-30T05:30:00.000Z,2018-03-30T06:59:09.458Z,2018-03-30T10:00:00.000Z,1.4859605555555553
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-30T04:06:00.000Z,2018-03-30T08:40:08.936Z,2018-03-30T09:00:00.000Z,4.569148888888889
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-30T04:05:00.000Z,2018-03-30T04:10:08.192Z,2018-03-30T09:00:00.000Z,0.08560888888888889
West 4 St - Washington Sq - (ID: 55),EL335,MIDDLE MEZZANINE TO UPTOWN PLATFORMS,2018-03-30T03:56:00.000Z,2018-03-30T08:56:09.259Z,2018-03-30T10:00:00.000Z,5.002571944444444
Junction Blvd - (ID: 73),EL427,OVERPASS TO UPTOWN PLATFORM,2018-03-30T03:50:00.000Z,2018-03-30T04:52:08.326Z,2018-03-30T09:00:00.000Z,1.035646111111111
57 St - 7 Av - (ID: 39),EL281,MEZZANINE TO STREET,2018-03-30T03:52:00.000Z,2018-03-30T09:16:09.021Z,2018-03-30T09:00:00.000Z,5.402505833333334
Prospect Park - (ID: 37),EL382,STREET TO UPTOWN PLATFORM,2018-03-30T03:00:00.000Z,2018-03-30T08:01:07.774Z,2018-03-30T10:00:00.000Z,5.018826111111111
Dekalb Av - (ID: 12),EL370,STREET TO MEZZANINE,2018-03-30T03:32:00.000Z,2018-03-30T08:31:08.441Z,2018-03-30T10:00:00.000Z,4.985678055555555
Pelham Pkwy - (ID: 90),EL138,MEZZANINE NORTHBOUND PLATFORM,2018-03-30T03:25:00.000Z,2018-03-30T08:59:09.860Z,2018-03-30T09:00:00.000Z,5.569405555555556
34 St - Penn - (ID: 7),EL214,MEZZANINE TO UPTOWN LOCAL PLATFORM,2018-03-30T03:25:00.000Z,2018-03-30T15:12:08.202Z,2018-03-30T09:00:00.000Z,11.785611666666664
179 St - Jamaica - (ID: 4),EL432,MEZZANINE TO PLATFORM,2018-03-30T03:25:00.000Z,2018-03-30T08:55:08.283Z,2018-03-30T09:00:00.000Z,5.502300833333333
Broadway-Lafayette/Bleecker St - (ID: 40),EL329,DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-30T03:00:00.000Z,2018-03-30T05:44:09.202Z,2018-03-30T13:00:00.000Z,2.735889444444444
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-30T00:09:00.000Z,2018-03-30T05:07:08.933Z,2018-03-30T09:00:00.000Z,4.969148055555555
14 St - (ID: 2),EL221,STREET TO MEZZANINE,2018-03-30T01:04:00.000Z,2018-03-30T05:59:08.766Z,2018-03-30T04:00:00.000Z,4.919101666666666
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-30T00:57:00.000Z,2018-03-30T02:49:08.273Z,2018-03-30T09:00:00.000Z,1.8689647222222223
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-29T23:50:00.000Z,2018-03-30T01:04:09.695Z,2018-03-30T08:00:00.000Z,1.2360263888888887
233 St - (ID: 44),EL193,MEZZANINE TO DOWNTOWN PLATFORM,2018-03-29T23:06:00.000Z,2018-03-30T00:43:08.261Z,2018-03-30T08:00:00.000Z,1.618961388888889
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-03-29T22:46:00.000Z,2018-03-30T09:04:08.543Z,2018-03-30T07:00:00.000Z,10.302373055555556
Bowling Green - (ID: 71),EL710,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-29T22:35:00.000Z,2018-03-29T23:27:08.671Z,2018-03-30T07:00:00.000Z,0.8690752777777777
125 St - (ID: 1),EL144,MEZZANINE AND UPTOWN,2018-03-29T21:45:00.000Z,2018-03-30T01:04:09.695Z,2018-03-30T06:00:00.000Z,3.3193597222222224
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-29T21:14:00.000Z,2018-03-29T23:28:09.343Z,2018-03-30T07:00:00.000Z,2.2359286111111114
14 St - (ID: 2),EL221,STREET TO MEZZANINE,2018-03-29T20:39:00.000Z,2018-03-29T22:56:09.543Z,2018-03-30T06:00:00.000Z,2.2859841666666667
Lexington Av / 53 St - (ID: 88),EL245,MEZZANINE TO PLATFORM,2018-03-29T20:26:00.000Z,2018-03-29T21:38:09.402Z,2018-03-30T05:00:00.000Z,1.2026116666666666
Brooklyn Bridge - City Hall - (ID: 33),EL316,MEZZANINE TO UPTOWN,2018-03-29T20:24:00.000Z,2018-03-29T22:04:09.240Z,2018-03-30T05:00:00.000Z,1.6692333333333333
168 St - (ID: 47),EL111,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T20:04:00.000Z,2018-03-29T21:17:09.902Z,2018-03-30T05:00:00.000Z,1.2194172222222224
Gun Hill Rd - (ID: 92),EL183,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-03-29T19:55:00.000Z,2018-03-29T21:52:08.059Z,2018-03-30T04:00:00.000Z,1.952238611111111
Fordham Rd - (ID: 96),EL186,STREET TO MEZZANINE,2018-03-29T19:30:00.000Z,2018-03-29T23:08:08.472Z,2018-03-30T03:00:00.000Z,3.6356866666666665
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-29T17:53:00.000Z,2018-03-30T00:40:08.316Z,2018-03-30T02:00:00.000Z,6.785643333333334
Canal St - (ID: 63),EL324,STREET TO UPTOWN PLATFORM,2018-03-29T18:19:00.000Z,2018-03-29T19:04:10.073Z,2018-03-30T02:00:00.000Z,0.7527980555555555
West 4 St - Washington Sq - (ID: 55),EL333,STREET TO MEZZANINE,2018-03-29T18:10:00.000Z,2018-03-29T20:58:08.214Z,2018-03-30T05:00:00.000Z,2.8022816666666666
72 St / 2 Av - (ID: 62),EL266,LOWER MEZZANINE TO STREET,2018-03-29T16:46:00.000Z,2018-03-29T20:59:09.084Z,2018-03-30T01:00:00.000Z,4.21919
Times Sq - 42 St - (ID: 18),EL232,MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM,2018-03-29T16:39:00.000Z,2018-03-29T18:21:09.016Z,2018-03-29T20:00:00.000Z,1.7025044444444444
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-29T15:19:00.000Z,2018-03-29T15:47:08.096Z,2018-03-30T00:00:00.000Z,0.46891555555555553
Times Sq - 42 St - (ID: 18),EL230,MEZZANINE TO UPTOWN,2018-03-29T15:12:00.000Z,2018-03-29T17:57:08.677Z,2018-03-30T00:00:00.000Z,2.7524102777777775
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-29T14:55:00.000Z,2018-03-29T15:56:08.601Z,2018-03-29T23:00:00.000Z,1.0190558333333335
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-03-29T14:41:00.000Z,2018-03-29T15:37:08.713Z,2018-03-29T23:00:00.000Z,0.9357536111111112
72 St - (ID: 43),EL239,STREET TO UPTOWN PLATFORM,2018-03-29T14:25:00.000Z,2018-03-29T17:52:09.648Z,2018-03-29T23:00:00.000Z,3.45268
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-29T14:15:00.000Z,2018-03-29T15:24:07.775Z,2018-03-29T22:00:00.000Z,1.1521597222222222
125 St - (ID: 1),EL144,MEZZANINE AND UPTOWN,2018-03-29T14:10:00.000Z,2018-03-29T17:57:08.677Z,2018-03-29T22:00:00.000Z,3.7857436111111107
Broadway-Lafayette/Bleecker St - (ID: 40),EL329,DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-29T14:00:00.000Z,2018-03-29T22:11:10.349Z,2018-03-29T22:00:00.000Z,8.186208055555555
Fulton St - (ID: 13),EL732,PLATFORM TO MEZZANINE,2018-03-29T14:00:00.000Z,2018-03-29T18:18:08.365Z,2018-03-29T22:00:00.000Z,4.3023236111111105
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-03-29T13:45:00.000Z,2018-03-29T16:48:08.506Z,2018-03-29T22:00:00.000Z,3.0523627777777778
34 St - Penn - (ID: 7),EL214,MEZZANINE TO UPTOWN LOCAL PLATFORM,2018-03-29T13:20:00.000Z,2018-03-29T14:26:08.487Z,2018-03-29T21:00:00.000Z,1.1023575
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-29T13:15:00.000Z,2018-03-29T19:18:08.824Z,2018-03-29T21:00:00.000Z,6.052451111111111
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-03-29T13:15:00.000Z,2018-03-29T18:49:09.093Z,2018-03-29T20:00:00.000Z,5.5691925
Atlantic Av-Barclays Ctr - (ID: 8),EL303,MEZZANINE TO UPTOWN,2018-03-29T13:02:00.000Z,2018-03-29T18:50:08.879Z,2018-03-29T21:00:00.000Z,5.802466388888889
Pelham Pkwy - (ID: 90),EL136,STREET TO MEZZANINE,2018-03-29T12:55:00.000Z,2018-03-29T13:40:06.853Z,2018-03-29T21:00:00.000Z,0.7519036111111111
190 St - (ID: 51),EL116,LOWER MEZZANINE TO STREET,2018-03-29T12:47:00.000Z,2018-03-29T14:31:08.906Z,2018-03-29T21:00:00.000Z,1.735807222222222
Gun Hill Rd - (ID: 92),EL183,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-03-29T12:55:00.000Z,2018-03-29T17:14:08.611Z,2018-03-29T21:00:00.000Z,4.319058611111112
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T12:30:00.000Z,2018-03-29T16:38:08.428Z,2018-03-29T20:00:00.000Z,4.135674444444445
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T12:10:00.000Z,2018-03-29T12:26:08.699Z,2018-03-29T16:00:00.000Z,0.26908305555555556
Lexington Av / 53 St - (ID: 88),EL245,MEZZANINE TO PLATFORM,2018-03-29T11:53:00.000Z,2018-03-29T18:38:09.281Z,2018-03-29T20:00:00.000Z,6.7525780555555555
42 St - Bryant Park - (ID: 79),EL294X,SW Corner of 42nd & 6th,2018-03-29T05:20:00.000Z,2018-03-29T21:21:08.532Z,2018-03-29T14:00:00.000Z,16.01903666666667
42 St - Bryant Park - (ID: 79),EL295X,NW Corner of 39th & 6th,2018-03-29T05:30:00.000Z,2018-03-29T17:44:08.572Z,2018-03-29T14:00:00.000Z,12.235714444444445
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-29T08:45:00.000Z,2018-03-29T15:44:08.591Z,2018-03-29T17:00:00.000Z,6.985719722222223
Atlantic Av-Barclays Ctr - (ID: 9),EL305,MEZZANINE TO 4/ 5 PLATFORM,2018-03-29T08:46:00.000Z,2018-03-29T09:34:09.116Z,2018-03-29T16:00:00.000Z,0.8025322222222222
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-29T07:30:00.000Z,2018-03-29T09:20:08.591Z,2018-03-29T10:00:00.000Z,1.8357197222222223
51 St - (ID: 20),EL201,UPTOWN PLATFORM TO PASSAGEWAY,2018-03-29T05:43:00.000Z,2018-03-29T08:13:07.528Z,2018-03-29T14:00:00.000Z,2.5020911111111115
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T06:05:00.000Z,2018-03-29T08:39:08.289Z,2018-03-29T10:00:00.000Z,2.568969166666667
181 St - (ID: 58),EL117,LOWER MEZZANINE TO STREET,2018-03-29T05:35:00.000Z,2018-03-29T09:53:07.831Z,2018-03-29T13:00:00.000Z,4.302175277777778
21 St - Queensbridge - (ID: 89),EL407,MEZZANINE TO UPTOWN,2018-03-29T05:25:00.000Z,2018-03-29T08:53:10.323Z,2018-03-29T10:00:00.000Z,3.469534166666667
Roosevelt Island - (ID: 60),EL404,STREET TO UPTOWN PLATFORM,2018-03-29T05:05:00.000Z,2018-03-29T07:48:08.329Z,2018-03-29T09:00:00.000Z,2.7189802777777774
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T04:43:00.000Z,2018-03-29T06:07:08.317Z,2018-03-29T10:00:00.000Z,1.4023102777777778
161 St - Yankee Stadium - (ID: 3),EL134,MEZZANINE TO DOWNTOWN B/ D,2018-03-29T04:20:00.000Z,2018-03-29T08:21:09.077Z,2018-03-29T10:00:00.000Z,4.0191880555555555
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T04:13:00.000Z,2018-03-29T05:16:08.134Z,2018-03-29T10:00:00.000Z,1.0522594444444444
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T04:12:00.000Z,2018-03-29T04:43:08.459Z,2018-03-29T09:00:00.000Z,0.5190163888888889
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-29T04:03:00.000Z,2018-03-29T08:42:08.858Z,2018-03-29T10:00:00.000Z,4.652460555555555
Queens Plaza - (ID: 84),EL430,MEZZANINE TO UPTOWN,2018-03-29T03:55:00.000Z,2018-03-29T07:47:09.584Z,2018-03-29T09:00:00.000Z,3.869328888888889
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-29T03:55:00.000Z,2018-03-29T08:12:07.606Z,2018-03-29T10:00:00.000Z,4.285446111111111
Jay St - Metrotech - (ID: 16),EL708,MEZZANINE AND DOWNTOWN,2018-03-29T03:45:00.000Z,2018-03-29T04:51:09.287Z,2018-03-29T12:00:00.000Z,1.1025797222222222
161 St - Yankee Stadium - (ID: 3),EL132,MEZZANINES TO  UPTOWN 4 PLATFORM,2018-03-29T04:01:00.000Z,2018-03-29T07:56:07.986Z,2018-03-29T10:00:00.000Z,3.9188850000000004
233 St - (ID: 44),EL192,STREET TO MEZZANINE,2018-03-29T03:55:00.000Z,2018-03-29T09:16:08.448Z,2018-03-29T10:00:00.000Z,5.352346666666667
Times Sq - 42 St - (ID: 18),EL232,MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM,2018-03-29T03:50:00.000Z,2018-03-29T08:22:08.351Z,2018-03-29T10:00:00.000Z,4.535653055555556
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-29T03:47:00.000Z,2018-03-29T09:07:09.013Z,2018-03-29T10:00:00.000Z,5.335836944444444
Gun Hill Rd - (ID: 92),EL183,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-03-29T03:40:00.000Z,2018-03-29T08:38:09.647Z,2018-03-29T10:00:00.000Z,4.96934638888889
Times Sq - 42 St - (ID: 18),EL230,MEZZANINE TO UPTOWN,2018-03-29T03:38:00.000Z,2018-03-29T08:20:08.368Z,2018-03-29T10:00:00.000Z,4.702324444444444
179 St - Jamaica - (ID: 4),EL432,MEZZANINE TO PLATFORM,2018-03-29T03:34:00.000Z,2018-03-29T08:26:08.494Z,2018-03-29T09:00:00.000Z,4.86902611111111
57 St - 7 Av - (ID: 39),EL281,MEZZANINE TO STREET,2018-03-29T03:30:00.000Z,2018-03-29T09:04:09.910Z,2018-03-29T10:00:00.000Z,5.569419444444445
34 St - Hudson Yards - (ID: 52),EL603,UPPER MEZZANINE TO STREET,2018-03-29T03:25:00.000Z,2018-03-29T09:18:07.624Z,2018-03-29T10:00:00.000Z,5.885451111111111
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-29T02:45:00.000Z,2018-03-29T03:42:08.969Z,2018-03-29T13:00:00.000Z,0.952491388888889
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-29T02:35:00.000Z,2018-03-29T04:53:08.479Z,2018-03-29T13:00:00.000Z,2.3023552777777776
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-29T00:09:00.000Z,2018-03-29T03:46:09.249Z,2018-03-29T09:00:00.000Z,3.619235833333333
Sutphin Blvd - Archer Av - Jfk Airport - (ID: 78),EL450X,STREET TO TA MEZZANINE AND LIRR OVERPASS,2018-03-28T20:29:00.000Z,2018-03-29T09:40:07.626Z,2018-03-29T08:00:00.000Z,13.185451666666665
Kew Gardens / Union Tpk - (ID: 48),EL434,STREET TO MEZZANINE,2018-03-28T22:44:00.000Z,2018-03-29T01:05:08.495Z,2018-03-29T07:00:00.000Z,2.352359722222223
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-03-28T22:40:00.000Z,2018-03-29T09:01:08.143Z,2018-03-29T03:00:00.000Z,10.352261944444443
96 St - (ID: 42),EL146,STREET TO UPTOWN PLATFORM,2018-03-28T21:17:00.000Z,2018-03-28T21:40:08.774Z,2018-03-29T06:00:00.000Z,0.3857705555555555
Kings Highway - (ID: 35),EL760,STREET TO UPTOWN PLATFORM,2018-03-28T21:07:00.000Z,2018-03-28T21:44:09.135Z,2018-03-29T06:00:00.000Z,0.6192041666666667
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-03-28T20:47:00.000Z,2018-03-28T21:33:08.180Z,2018-03-29T05:00:00.000Z,0.7689388888888888
Flushing Av - (ID: 26),EL394,MEZZANINE TO DOWNTOWN,2018-03-28T20:20:00.000Z,2018-03-28T23:12:07.991Z,2018-03-29T05:00:00.000Z,2.868886388888889
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-28T19:43:00.000Z,2018-03-28T21:35:08.572Z,2018-03-29T04:00:00.000Z,1.8690477777777776
East 180 St - (ID: 87),EL159,STREET TO UPTOWN PLATFORM,2018-03-28T19:38:00.000Z,2018-03-28T23:09:08.772Z,2018-03-29T04:00:00.000Z,3.5191033333333337
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-03-28T18:05:00.000Z,2018-03-28T20:33:09.001Z,2018-03-29T03:00:00.000Z,2.4691669444444444
Ozone Park / Lefferts Blvd - (ID: 83),EL462,STREET TO MEZZANINE,2018-03-28T17:10:00.000Z,2018-03-28T18:24:07.962Z,2018-03-28T22:00:00.000Z,1.2355450000000003
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-03-28T16:58:00.000Z,2018-03-28T18:08:08.772Z,2018-03-29T01:00:00.000Z,1.1691033333333332
Gun Hill Rd - (ID: 92),EL182,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-28T16:40:00.000Z,2018-03-28T18:03:09.898Z,2018-03-28T23:00:00.000Z,1.3860827777777778
34 St - Herald Sq - (ID: 22),EL213,STREET TO MEZZANINE,2018-03-28T16:10:00.000Z,2018-03-28T17:06:09.056Z,2018-03-28T18:00:00.000Z,0.935848888888889
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-03-28T16:08:00.000Z,2018-03-28T18:35:09.109Z,2018-03-28T19:00:00.000Z,2.4525302777777775
Forest Hills - 71 Av - (ID: 69),EL437,STREET TO MEZZANINE ALL TRAINS,2018-03-28T15:16:00.000Z,2018-03-28T15:30:07.577Z,2018-03-29T00:00:00.000Z,0.23543805555555555
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-28T15:20:00.000Z,2018-03-28T17:48:08.364Z,2018-03-28T21:00:00.000Z,2.46899
161 St - Yankee Stadium - (ID: 3),EL134,MEZZANINE TO DOWNTOWN B/ D,2018-03-28T14:40:00.000Z,2018-03-28T16:22:08.254Z,2018-03-28T21:00:00.000Z,1.7022927777777779
Ozone Park / Lefferts Blvd - (ID: 83),EL463,MEZZANINE TO PLATFORM,2018-03-28T14:28:00.000Z,2018-03-28T16:26:07.788Z,2018-03-28T18:00:00.000Z,1.9688299999999999
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-28T14:00:00.000Z,2018-03-28T15:16:08.264Z,2018-03-28T17:00:00.000Z,1.268962222222222
Jamaica - Van Wyck - (ID: 15),EL408,MEZZANINE TO PLATFORM,2018-03-28T13:31:00.000Z,2018-03-28T17:07:08.333Z,2018-03-28T22:00:00.000Z,3.6023147222222227
161 St - Yankee Stadium - (ID: 3),EL133,MEZZANINES TO DOWNTOWN 4 PLATFORM,2018-03-28T13:37:00.000Z,2018-03-28T22:05:08.098Z,2018-03-28T22:00:00.000Z,8.468916111111112
Euclid Av - (ID: 32),EL342,MEZZANINE TO UPTOWN,2018-03-28T13:40:00.000Z,2018-03-28T19:34:08.251Z,2018-03-28T21:00:00.000Z,5.902291944444444
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-28T13:30:00.000Z,2018-03-28T19:34:08.251Z,2018-03-28T21:00:00.000Z,6.068958611111111
Ozone Park / Lefferts Blvd - (ID: 83),EL462,STREET TO MEZZANINE,2018-03-28T13:20:00.000Z,2018-03-28T14:29:07.936Z,2018-03-28T21:00:00.000Z,1.1522044444444444
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-03-28T13:07:00.000Z,2018-03-28T18:24:07.962Z,2018-03-28T21:00:00.000Z,5.285545
Lexington Av / 53 St - (ID: 88),EL245,MEZZANINE TO PLATFORM,2018-03-28T12:44:00.000Z,2018-03-28T15:27:09.107Z,2018-03-28T21:00:00.000Z,2.719196388888889
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-28T12:59:00.000Z,2018-03-28T18:48:09.326Z,2018-03-28T21:00:00.000Z,5.819257222222222
57 St - 7 Av - (ID: 39),EL281,MEZZANINE TO STREET,2018-03-28T12:35:00.000Z,2018-03-28T15:25:08.930Z,2018-03-28T21:00:00.000Z,2.8358138888888886
Bowling Green - (ID: 71),EL710,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-28T12:18:00.000Z,2018-03-28T14:20:07.798Z,2018-03-28T21:00:00.000Z,2.0354994444444445
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-28T12:20:00.000Z,2018-03-28T15:55:07.460Z,2018-03-28T21:00:00.000Z,3.585405555555555
Kings Highway - (ID: 35),EL761,STREET TO DOWNTOWN PLATFORM,2018-03-28T10:53:00.000Z,2018-03-28T15:04:08.957Z,2018-03-28T19:00:00.000Z,4.185821388888889
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-28T10:16:00.000Z,2018-03-28T11:38:09.390Z,2018-03-28T20:00:00.000Z,1.3692750000000002
Lexington Av / 63 St - (ID: 17),EL402,MEZZANINE TO DOWNTOWN AND DOWNTOWN TO UPTOWN PLATFORM,2018-03-28T09:20:00.000Z,2018-03-29T00:38:08.964Z,2018-03-28T16:00:00.000Z,15.30249
Bay Parkway - (ID: 59),EL378,MEZZANINE TO DOWNTOWN,2018-03-28T07:05:00.000Z,2018-03-28T08:21:09.198Z,2018-03-28T10:00:00.000Z,1.2692216666666667
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-03-28T07:20:00.000Z,2018-03-28T17:32:07.902Z,2018-03-28T16:00:00.000Z,10.202195
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-28T07:10:00.000Z,2018-03-28T09:32:09.720Z,2018-03-29T10:00:00.000Z,2.369366666666666
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-28T07:05:00.000Z,2018-03-28T09:01:08.503Z,2018-03-28T10:00:00.000Z,1.9356952777777778
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-28T07:00:00.000Z,2018-03-28T07:15:08.345Z,2018-03-28T10:00:00.000Z,0.2523180555555556
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-28T06:50:00.000Z,2018-03-28T09:53:09.042Z,2018-03-28T15:00:00.000Z,3.0525116666666667
Euclid Av - (ID: 32),EL341,STREET TO MEZZANINE,2018-03-28T06:21:00.000Z,2018-03-28T09:52:07.341Z,2018-03-28T10:00:00.000Z,3.5187058333333336
125 St - (ID: 1),EL143,MEZZANINE AND DOWNTOWN,2018-03-27T05:23:00.000Z,2018-03-28T06:27:08.173Z,2018-03-28T10:00:00.000Z,25.06893694444444
Bay Parkway - (ID: 59),EL377,MEZZANINE TO UPTOWN,2018-03-28T05:44:00.000Z,2018-03-28T07:32:09.130Z,2018-03-28T10:00:00.000Z,1.8025361111111111
181 St - (ID: 58),EL117,LOWER MEZZANINE TO STREET,2018-03-28T05:40:00.000Z,2018-03-28T07:49:09.833Z,2018-03-28T10:00:00.000Z,2.152731388888889
Fordham Rd - (ID: 96),EL186,STREET TO MEZZANINE,2018-03-28T05:25:00.000Z,2018-03-28T06:48:08.583Z,2018-03-28T10:00:00.000Z,1.3857174999999997
125 St - (ID: 1),EL143,MEZZANINE AND DOWNTOWN,2018-03-28T03:30:00.000Z,2018-03-28T06:09:08.185Z,2018-03-28T10:00:00.000Z,2.652273611111111
Atlantic Av-Barclays Ctr - (ID: 9),EL307,MIDDLE MEZZANINE TO B/Q PLATFORM,2018-03-28T05:10:00.000Z,2018-03-28T08:43:08.847Z,2018-03-28T10:00:00.000Z,3.5524575
125 St - (ID: 1),EL143,MEZZANINE AND DOWNTOWN,2018-03-28T03:00:00.000Z,2018-03-28T05:26:09.092Z,2018-03-28T09:00:00.000Z,2.435858888888889
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-28T03:55:00.000Z,2018-03-28T09:40:08.543Z,2018-03-28T09:00:00.000Z,5.752373055555556
Forest Hills - 71 Av - (ID: 69),EL438,MEZZANINE TO SOUTHBOUND PLATFORM,2018-03-28T03:37:00.000Z,2018-03-28T08:46:09.186Z,2018-03-28T09:00:00.000Z,5.1525516666666675
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-28T04:35:00.000Z,2018-03-28T05:44:08.656Z,2018-03-28T10:00:00.000Z,1.1524044444444443
57 St - 7 Av - (ID: 39),EL281,MEZZANINE TO STREET,2018-03-28T04:30:00.000Z,2018-03-28T08:21:09.198Z,2018-03-28T10:00:00.000Z,3.852555
Franklin Av - (ID: 31),EL339,STREET TO DOWNTOWN C PLATFORM AND S PLATFORM,2018-03-28T04:20:00.000Z,2018-03-28T08:23:09.170Z,2018-03-28T10:00:00.000Z,4.0525472222222225
34 St - Hudson Yards - (ID: 52),EL603,UPPER MEZZANINE TO STREET,2018-03-28T04:03:00.000Z,2018-03-28T09:09:08.165Z,2018-03-28T10:00:00.000Z,5.102268055555556
Queens Plaza - (ID: 84),EL430,MEZZANINE TO UPTOWN,2018-03-28T04:15:00.000Z,2018-03-28T08:47:08.975Z,2018-03-28T09:00:00.000Z,4.535826388888889
21 St - Queensbridge - (ID: 89),EL406,MEZZANINE TO DOWNTOWN,2018-03-28T04:12:00.000Z,2018-03-28T06:48:08.583Z,2018-03-28T10:00:00.000Z,2.602384166666667
